id,firstname,lastname,pos,birthdate,daysalive,season,seasonid,gameid,assists,goals,sumgoals,pim,shots,games,hits,ppg,ppp,gwg,otg,shg,shp,bs,pm,pts,team,opp,date,home,win
8466138,Joe,Thornton,C,1979-07-02,6816,19971998,1,41,0,0,3,0,1,1,0,0,0,0,0,0,0,0,0,0,Boston Bruins,Pittsburgh Penguins,1998-02-28,True,True
8466138,Joe,Thornton,C,1979-07-02,6817,19971998,1,42,1,0,3,0,2,1,0,0,0,0,0,0,0,0,1,1,Boston Bruins,New York Islanders,1998-03-01,False,True
8466138,Joe,Thornton,C,1979-07-02,6819,19971998,1,43,0,0,3,0,1,1,1,0,0,0,0,0,0,0,0,0,Boston Bruins,Washington Capitals,1998-03-03,False,True
8466138,Joe,Thornton,C,1979-07-02,6823,19971998,1,44,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,Boston Bruins,Chicago Blackhawks,1998-03-07,True,False
8466138,Joe,Thornton,C,1979-07-02,6826,19971998,1,45,0,0,3,0,1,1,1,0,0,0,0,0,0,0,0,0,Boston Bruins,Detroit Red Wings,1998-03-10,False,True
8466138,Joe,Thornton,C,1979-07-02,6828,19971998,1,46,1,0,3,0,0,1,0,0,0,0,0,0,0,0,1,1,Boston Bruins,Calgary Flames,1998-03-12,True,False
8466138,Joe,Thornton,C,1979-07-02,6835,19971998,1,47,0,0,3,0,1,1,1,0,0,0,0,0,0,0,0,0,Boston Bruins,Toronto Maple Leafs,1998-03-19,True,True
8466138,Joe,Thornton,C,1979-07-02,6837,19971998,1,48,0,0,3,0,1,1,0,0,0,0,0,0,0,0,0,0,Boston Bruins,Buffalo Sabres,1998-03-21,False,True
8466138,Joe,Thornton,C,1979-07-02,6838,19971998,1,49,0,0,3,4,0,1,1,0,0,0,0,0,0,0,0,0,Boston Bruins,Chicago Blackhawks,1998-03-22,False,False
8466138,Joe,Thornton,C,1979-07-02,6842,19971998,1,50,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,Boston Bruins,Philadelphia Flyers,1998-03-26,True,True
8466138,Joe,Thornton,C,1979-07-02,6844,19971998,1,51,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,Boston Bruins,Florida Panthers,1998-03-28,True,False
8466138,Joe,Thornton,C,1979-07-02,6858,19971998,1,52,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,Boston Bruins,New Jersey Devils,1998-04-11,True,False
8466138,Joe,Thornton,C,1979-07-02,6860,19971998,1,53,0,0,3,0,0,1,0,0,0,0,0,0,0,1,0,0,Boston Bruins,Carolina Hurricanes,1998-04-13,False,True
8466138,Joe,Thornton,C,1979-07-02,6862,19971998,1,54,0,0,3,0,1,1,1,0,0,0,0,0,0,0,0,0,Boston Bruins,Montréal Canadiens,1998-04-15,False,True
8466138,Joe,Thornton,C,1979-07-02,6866,19971998,1,55,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,Boston Bruins,Philadelphia Flyers,1998-04-19,True,True
8466138,Joe,Thornton,C,1979-07-02,7040,19981999,2,56,0,0,3,0,0,1,1,0,0,0,0,0,0,0,-1,0,Boston Bruins,St. Louis Blues,1998-10-10,True,False
8466138,Joe,Thornton,C,1979-07-02,7042,19981999,2,57,0,0,3,0,1,1,0,0,0,0,0,0,0,0,1,0,Boston Bruins,New York Islanders,1998-10-12,True,True
8466138,Joe,Thornton,C,1979-07-02,7044,19981999,2,58,0,1,4,0,2,1,0,1,1,0,0,0,0,0,0,1,Boston Bruins,Colorado Avalanche,1998-10-14,False,True
8466138,Joe,Thornton,C,1979-07-02,7046,19981999,2,59,0,0,4,0,0,1,1,0,0,0,0,0,0,0,0,0,Boston Bruins,Los Angeles Kings,1998-10-16,False,False
8466138,Joe,Thornton,C,1979-07-02,7048,19981999,2,60,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,Boston Bruins,San Jose Sharks,1998-10-18,False,True
8466138,Joe,Thornton,C,1979-07-02,7049,19981999,2,61,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,Boston Bruins,Phoenix Coyotes,1998-10-19,False,False
8466138,Joe,Thornton,C,1979-07-02,7051,19981999,2,62,0,0,4,0,3,1,0,0,0,0,0,0,0,0,0,0,Boston Bruins,Anaheim Ducks,1998-10-21,False,False
8466138,Joe,Thornton,C,1979-07-02,7054,19981999,2,63,0,0,4,0,0,1,3,0,0,0,0,0,0,0,0,0,Boston Bruins,New Jersey Devils,1998-10-24,False,False
8466138,Joe,Thornton,C,1979-07-02,7058,19981999,2,64,2,0,4,2,1,1,1,0,1,0,0,0,0,0,2,2,Boston Bruins,Montréal Canadiens,1998-10-28,False,True
8466138,Joe,Thornton,C,1979-07-02,7059,19981999,2,65,0,0,4,2,1,1,0,0,0,0,0,0,0,0,0,0,Boston Bruins,Montréal Canadiens,1998-10-29,True,False
8466138,Joe,Thornton,C,1979-07-02,7061,19981999,2,66,0,0,4,0,0,1,0,0,0,0,0,0,0,0,-1,0,Boston Bruins,Carolina Hurricanes,1998-10-31,True,False
8466138,Joe,Thornton,C,1979-07-02,7064,19981999,2,67,1,0,4,2,0,1,0,0,1,0,0,0,0,0,-2,1,Boston Bruins,Buffalo Sabres,1998-11-03,False,False
8466138,Joe,Thornton,C,1979-07-02,7066,19981999,2,68,1,0,4,0,0,1,1,0,0,0,0,0,0,1,1,1,Boston Bruins,Toronto Maple Leafs,1998-11-05,True,True
8466138,Joe,Thornton,C,1979-07-02,7068,19981999,2,69,0,0,4,0,1,1,0,0,0,0,0,0,0,0,0,0,Boston Bruins,Pittsburgh Penguins,1998-11-07,False,False
8466138,Joe,Thornton,C,1979-07-02,7069,19981999,2,70,0,0,4,0,0,1,1,0,0,0,0,0,0,0,0,0,Boston Bruins,Carolina Hurricanes,1998-11-08,False,True
8466138,Joe,Thornton,C,1979-07-02,7074,19981999,2,71,0,0,4,2,3,1,3,0,0,0,0,0,0,0,0,0,Boston Bruins,New York Rangers,1998-11-13,False,False
8466138,Joe,Thornton,C,1979-07-02,7075,19981999,2,72,0,1,5,2,1,1,1,0,0,0,0,0,0,0,1,1,Boston Bruins,Dallas Stars,1998-11-14,True,False
8466138,Joe,Thornton,C,1979-07-02,7080,19981999,2,73,2,0,5,0,0,1,0,0,1,0,0,0,0,1,0,2,Boston Bruins,Florida Panthers,1998-11-19,True,False
8466138,Joe,Thornton,C,1979-07-02,7082,19981999,2,74,1,0,5,7,3,1,0,0,0,0,0,0,0,0,1,1,Boston Bruins,Washington Capitals,1998-11-21,True,True
8466138,Joe,Thornton,C,1979-07-02,7085,19981999,2,75,0,0,5,0,1,1,1,0,0,0,0,0,0,0,0,0,Boston Bruins,Tampa Bay Lightning,1998-11-24,False,True
8466138,Joe,Thornton,C,1979-07-02,7086,19981999,2,76,0,0,5,0,0,1,0,0,0,0,0,0,0,1,0,0,Boston Bruins,Florida Panthers,1998-11-25,False,True
8466138,Joe,Thornton,C,1979-07-02,7088,19981999,2,77,0,0,5,2,3,1,0,0,0,0,0,0,0,0,0,0,Boston Bruins,Montréal Canadiens,1998-11-27,True,True
8466138,Joe,Thornton,C,1979-07-02,7092,19981999,2,78,0,0,5,0,4,1,0,0,0,0,0,0,0,0,0,0,Boston Bruins,Vancouver Canucks,1998-12-01,True,False
8466138,Joe,Thornton,C,1979-07-02,7096,19981999,2,79,0,0,5,0,1,1,4,0,0,0,0,0,0,0,0,0,Boston Bruins,Pittsburgh Penguins,1998-12-05,True,True
8466138,Joe,Thornton,C,1979-07-02,7101,19981999,2,80,0,0,5,0,0,1,2,0,0,0,0,0,0,0,0,0,Boston Bruins,Carolina Hurricanes,1998-12-10,False,True
8466138,Joe,Thornton,C,1979-07-02,7103,19981999,2,81,0,0,5,0,3,1,3,0,0,0,0,0,0,0,0,0,Boston Bruins,Buffalo Sabres,1998-12-12,True,False
8466138,Joe,Thornton,C,1979-07-02,7107,19981999,2,82,0,0,5,0,0,1,3,0,0,0,0,0,0,0,0,0,Boston Bruins,Detroit Red Wings,1998-12-16,False,False
8466138,Joe,Thornton,C,1979-07-02,7108,19981999,2,83,0,1,6,0,3,1,1,1,1,0,0,0,0,0,0,1,Boston Bruins,Ottawa Senators,1998-12-17,True,True
8466138,Joe,Thornton,C,1979-07-02,7110,19981999,2,84,0,0,6,2,1,1,1,0,0,0,0,0,0,0,0,0,Boston Bruins,Detroit Red Wings,1998-12-19,True,True
8466138,Joe,Thornton,C,1979-07-02,7112,19981999,2,85,0,0,6,0,2,1,3,0,0,0,0,0,0,0,-1,0,Boston Bruins,Tampa Bay Lightning,1998-12-21,True,True
8466138,Joe,Thornton,C,1979-07-02,7114,19981999,2,86,0,1,7,0,5,1,5,0,0,0,0,0,0,0,1,1,Boston Bruins,Philadelphia Flyers,1998-12-23,True,False
8466138,Joe,Thornton,C,1979-07-02,7117,19981999,2,87,0,0,7,2,0,1,1,0,0,0,0,0,0,0,-2,0,Boston Bruins,New York Islanders,1998-12-26,False,False
8466138,Joe,Thornton,C,1979-07-02,7119,19981999,2,88,1,0,7,0,1,1,1,0,0,0,0,0,0,1,1,1,Boston Bruins,Washington Capitals,1998-12-28,False,False
8466138,Joe,Thornton,C,1979-07-02,7121,19981999,2,89,1,0,7,2,0,1,2,0,0,0,0,0,0,0,1,1,Boston Bruins,Nashville Predators,1998-12-30,False,True
8466138,Joe,Thornton,C,1979-07-02,7122,19981999,2,90,0,0,7,0,2,1,2,0,0,0,0,0,0,0,-1,0,Boston Bruins,Dallas Stars,1998-12-31,False,False
8466138,Joe,Thornton,C,1979-07-02,7124,19981999,2,91,0,1,8,0,2,1,2,1,1,0,0,0,0,0,0,1,Boston Bruins,Anaheim Ducks,1999-01-02,True,True
8466138,Joe,Thornton,C,1979-07-02,7126,19981999,2,92,0,1,9,0,2,1,0,0,0,0,0,0,0,0,2,1,Boston Bruins,Calgary Flames,1999-01-04,True,True
8466138,Joe,Thornton,C,1979-07-02,7129,19981999,2,93,0,0,9,0,2,1,0,0,0,0,0,0,0,0,0,0,Boston Bruins,Toronto Maple Leafs,1999-01-07,True,True
8466138,Joe,Thornton,C,1979-07-02,7131,19981999,2,94,0,1,10,2,2,1,1,1,1,0,0,0,0,0,-1,1,Boston Bruins,Toronto Maple Leafs,1999-01-09,False,False
8466138,Joe,Thornton,C,1979-07-02,7137,19981999,2,95,0,0,10,0,2,1,2,0,0,0,0,0,0,0,-1,0,Boston Bruins,Buffalo Sabres,1999-01-15,False,False
8466138,Joe,Thornton,C,1979-07-02,7138,19981999,2,96,0,0,10,4,0,1,1,0,0,0,0,0,0,2,1,0,Boston Bruins,Tampa Bay Lightning,1999-01-16,True,False
8466138,Joe,Thornton,C,1979-07-02,7140,19981999,2,97,1,1,11,2,6,1,2,0,0,0,0,0,0,0,2,2,Boston Bruins,Nashville Predators,1999-01-18,True,True
8466138,Joe,Thornton,C,1979-07-02,7143,19981999,2,98,0,0,11,0,1,1,4,0,0,0,0,0,0,0,-1,0,Boston Bruins,Ottawa Senators,1999-01-21,True,False
8466138,Joe,Thornton,C,1979-07-02,7148,19981999,2,99,0,0,11,0,2,1,0,0,0,0,0,0,0,0,-1,0,Boston Bruins,New York Islanders,1999-01-26,False,False
8466138,Joe,Thornton,C,1979-07-02,7150,19981999,2,100,0,0,11,0,4,1,2,0,0,0,0,0,0,0,-1,0,Boston Bruins,New Jersey Devils,1999-01-28,True,False
8466138,Joe,Thornton,C,1979-07-02,7152,19981999,2,101,0,1,12,0,3,1,0,0,0,0,0,0,0,0,0,1,Boston Bruins,Pittsburgh Penguins,1999-01-30,False,False
8466138,Joe,Thornton,C,1979-07-02,7153,19981999,2,102,0,0,12,0,4,1,0,0,0,0,0,0,0,0,0,0,Boston Bruins,Carolina Hurricanes,1999-01-31,True,False
8466138,Joe,Thornton,C,1979-07-02,7155,19981999,2,103,0,0,12,0,1,1,2,0,0,0,0,0,0,0,0,0,Boston Bruins,Colorado Avalanche,1999-02-02,True,False
8466138,Joe,Thornton,C,1979-07-02,7157,19981999,2,104,0,0,12,2,3,1,4,0,0,0,0,0,0,1,-2,0,Boston Bruins,New York Islanders,1999-02-04,True,False
8466138,Joe,Thornton,C,1979-07-02,7159,19981999,2,105,0,0,12,0,1,1,1,0,0,0,0,0,0,0,0,0,Boston Bruins,Philadelphia Flyers,1999-02-06,False,False
8466138,Joe,Thornton,C,1979-07-02,7160,19981999,2,106,0,1,13,2,3,1,4,0,0,1,0,0,0,0,0,1,Boston Bruins,New York Rangers,1999-02-07,True,True
8466138,Joe,Thornton,C,1979-07-02,7162,19981999,2,107,0,0,13,0,2,1,2,0,0,0,0,0,0,0,0,0,Boston Bruins,Edmonton Oilers,1999-02-09,False,True
8466138,Joe,Thornton,C,1979-07-02,7165,19981999,2,108,0,1,14,7,3,1,0,0,0,0,0,0,0,0,0,1,Boston Bruins,Calgary Flames,1999-02-12,False,False
8466138,Joe,Thornton,C,1979-07-02,7166,19981999,2,109,0,0,14,2,0,1,1,0,0,0,0,0,0,0,-1,0,Boston Bruins,Vancouver Canucks,1999-02-13,False,False
8466138,Joe,Thornton,C,1979-07-02,7171,19981999,2,110,0,0,14,2,1,1,0,0,0,0,0,0,0,0,-1,0,Boston Bruins,Ottawa Senators,1999-02-18,False,False
8466138,Joe,Thornton,C,1979-07-02,7174,19981999,2,111,1,0,14,0,2,1,3,0,1,0,0,0,0,0,1,1,Boston Bruins,Chicago Blackhawks,1999-02-21,False,True
8466138,Joe,Thornton,C,1979-07-02,7176,19981999,2,112,2,0,14,15,2,1,2,0,1,0,0,0,0,1,0,2,Boston Bruins,Ottawa Senators,1999-02-23,True,True
8466138,Joe,Thornton,C,1979-07-02,7178,19981999,2,113,1,0,14,0,0,1,6,0,0,0,0,0,0,0,-1,1,Boston Bruins,New Jersey Devils,1999-02-25,True,False
8466138,Joe,Thornton,C,1979-07-02,7180,19981999,2,114,0,0,14,0,0,1,3,0,0,0,0,0,0,0,0,0,Boston Bruins,Washington Capitals,1999-02-27,True,True
8466138,Joe,Thornton,C,1979-07-02,7183,19981999,2,115,0,0,14,0,1,1,3,0,0,0,0,0,0,0,1,0,Boston Bruins,Phoenix Coyotes,1999-03-02,True,True
8466138,Joe,Thornton,C,1979-07-02,7184,19981999,2,116,0,0,14,0,1,1,2,0,0,0,0,0,0,0,0,0,Boston Bruins,Carolina Hurricanes,1999-03-03,False,False
8466138,Joe,Thornton,C,1979-07-02,7186,19981999,2,117,2,0,14,0,3,1,1,0,0,0,0,0,0,0,2,2,Boston Bruins,New Jersey Devils,1999-03-05,False,True
8466138,Joe,Thornton,C,1979-07-02,7188,19981999,2,118,1,0,14,2,0,1,3,0,0,0,0,0,0,0,0,1,Boston Bruins,New York Rangers,1999-03-07,True,False
8466138,Joe,Thornton,C,1979-07-02,7190,19981999,2,119,0,0,14,2,4,1,2,0,0,0,0,0,0,0,0,0,Boston Bruins,Florida Panthers,1999-03-09,True,True
8466138,Joe,Thornton,C,1979-07-02,7193,19981999,2,120,2,0,14,0,1,1,4,0,0,0,0,0,0,0,2,2,Boston Bruins,New York Rangers,1999-03-12,False,True
8466138,Joe,Thornton,C,1979-07-02,7194,19981999,2,121,1,0,14,0,4,1,1,0,1,0,0,0,0,0,0,1,Boston Bruins,Buffalo Sabres,1999-03-13,False,False
8466138,Joe,Thornton,C,1979-07-02,7198,19981999,2,122,1,0,14,0,0,1,1,0,0,0,0,0,0,0,1,1,Boston Bruins,Toronto Maple Leafs,1999-03-17,False,True
8466138,Joe,Thornton,C,1979-07-02,7201,19981999,2,123,0,0,14,2,1,1,1,0,0,0,0,0,0,0,-1,0,Boston Bruins,San Jose Sharks,1999-03-20,True,False
8466138,Joe,Thornton,C,1979-07-02,7202,19981999,2,124,0,1,15,0,2,1,2,1,1,0,0,0,0,2,0,1,Boston Bruins,Washington Capitals,1999-03-21,False,True
8466138,Joe,Thornton,C,1979-07-02,7205,19981999,2,125,0,0,15,0,1,1,2,0,0,0,0,0,0,0,1,0,Boston Bruins,Ottawa Senators,1999-03-24,False,True
8466138,Joe,Thornton,C,1979-07-02,7206,19981999,2,126,1,0,15,0,1,1,2,0,1,0,0,0,0,0,-2,1,Boston Bruins,Chicago Blackhawks,1999-03-25,True,False
8466138,Joe,Thornton,C,1979-07-02,7208,19981999,2,127,0,1,16,0,1,1,0,0,0,0,0,0,0,0,0,1,Boston Bruins,Toronto Maple Leafs,1999-03-27,False,False
8466138,Joe,Thornton,C,1979-07-02,7211,19981999,2,128,1,0,16,0,0,1,2,0,0,0,0,0,0,0,1,1,Boston Bruins,Los Angeles Kings,1999-03-30,True,False
8466138,Joe,Thornton,C,1979-07-02,7213,19981999,2,129,0,1,17,0,2,1,1,0,0,0,0,0,0,0,0,1,Boston Bruins,Montréal Canadiens,1999-04-01,False,True
8466138,Joe,Thornton,C,1979-07-02,7215,19981999,2,130,0,0,17,0,1,1,3,0,0,0,0,0,0,0,1,0,Boston Bruins,Philadelphia Flyers,1999-04-03,True,True
8466138,Joe,Thornton,C,1979-07-02,7217,19981999,2,131,1,0,17,0,2,1,2,0,1,0,0,0,0,1,0,1,Boston Bruins,Montréal Canadiens,1999-04-05,True,True
8466138,Joe,Thornton,C,1979-07-02,7219,19981999,2,132,0,0,17,0,0,1,0,0,0,0,0,0,0,0,-1,0,Boston Bruins,Florida Panthers,1999-04-07,False,True
8466138,Joe,Thornton,C,1979-07-02,7220,19981999,2,133,0,0,17,0,2,1,0,0,0,0,0,0,0,0,-1,0,Boston Bruins,Tampa Bay Lightning,1999-04-08,False,False
8466138,Joe,Thornton,C,1979-07-02,7222,19981999,2,134,1,1,18,0,6,1,3,1,1,0,0,0,0,0,1,2,Boston Bruins,Tampa Bay Lightning,1999-04-10,True,True
8466138,Joe,Thornton,C,1979-07-02,7227,19981999,2,135,0,1,19,0,1,1,4,1,1,0,0,0,0,0,0,1,Boston Bruins,Pittsburgh Penguins,1999-04-15,True,True
8466138,Joe,Thornton,C,1979-07-02,7229,19981999,2,136,0,0,19,0,4,1,2,0,0,0,0,0,0,0,1,0,Boston Bruins,Buffalo Sabres,1999-04-17,True,True
8466138,Joe,Thornton,C,1979-07-02,7397,19992000,3,137,0,0,19,0,0,1,5,0,0,0,0,0,0,0,-1,0,Boston Bruins,Carolina Hurricanes,1999-10-02,True,False
8466138,Joe,Thornton,C,1979-07-02,7399,19992000,3,138,0,0,19,0,2,1,2,0,0,0,0,0,0,0,0,0,Boston Bruins,Toronto Maple Leafs,1999-10-04,False,False
8466138,Joe,Thornton,C,1979-07-02,7402,19992000,3,139,1,1,20,0,4,1,1,0,0,0,0,0,0,0,2,2,Boston Bruins,Ottawa Senators,1999-10-07,False,False
8466138,Joe,Thornton,C,1979-07-02,7404,19992000,3,140,1,0,20,2,1,1,1,0,0,0,0,0,0,1,1,1,Boston Bruins,Philadelphia Flyers,1999-10-09,True,False
8466138,Joe,Thornton,C,1979-07-02,7406,19992000,3,141,0,0,20,0,4,1,1,0,0,0,0,0,0,0,0,0,Boston Bruins,Colorado Avalanche,1999-10-11,True,False
8466138,Joe,Thornton,C,1979-07-02,7408,19992000,3,142,0,0,20,0,7,1,1,0,0,0,0,0,0,0,-1,0,Boston Bruins,Colorado Avalanche,1999-10-13,False,False
8466138,Joe,Thornton,C,1979-07-02,7410,19992000,3,143,0,0,20,0,2,1,2,0,0,0,0,0,0,0,0,0,Boston Bruins,Dallas Stars,1999-10-15,False,False
8466138,Joe,Thornton,C,1979-07-02,7411,19992000,3,144,1,0,20,0,2,1,1,0,1,0,0,0,0,0,0,1,Boston Bruins,Phoenix Coyotes,1999-10-16,False,False
8466138,Joe,Thornton,C,1979-07-02,7415,19992000,3,145,1,0,20,0,0,1,0,0,0,0,0,0,0,0,0,1,Boston Bruins,Los Angeles Kings,1999-10-20,False,False
8466138,Joe,Thornton,C,1979-07-02,7418,19992000,3,146,1,0,20,2,2,1,0,0,1,0,0,0,0,0,0,1,Boston Bruins,San Jose Sharks,1999-10-23,False,True
